"macchina";"terminale";"giorno";"ora_locale";"conto";"ticket";"evento";"tipo";"volume";"simbolo";"prezzo";"ordine_rif"
"VMI3047753";"215D85D7";"20260616";"05:48:24";"50503392";"2164936";"ESEGUITO";"sell";"0.5";"XAUUSD";"4331.77";"2433748"
"VMI3047753";"215D85D7";"20260616";"05:48:54";"50503392";"2164937";"ESEGUITO";"buy";"0.25";"XAUUSD";"4330.99";"2433749"
"VMI3047753";"215D85D7";"20260616";"05:49:51";"50503392";"2164939";"ESEGUITO";"buy";"0.25";"XAUUSD";"4331.65";"2433751"
"VMI3047753";"215D85D7";"20260616";"06:10:06";"50503392";"2165101";"ESEGUITO";"sell";"0.5";"XAUUSD";"4327.84";"2433921"
"VMI3047753";"215D85D7";"20260616";"06:11:38";"50503392";"2165153";"ESEGUITO";"sell";"0.5";"XAUUSD";"4326.49";"2433973"
"VMI3047753";"215D85D7";"20260616";"06:11:50";"50503392";"2165155";"ESEGUITO";"buy";"0.25";"XAUUSD";"4326.30";"2433975"
"VMI3047753";"215D85D7";"20260616";"06:12:35";"50503392";"2165204";"ESEGUITO";"buy";"0.25";"XAUUSD";"4326.51";"2434023"
"VMI3047753";"215D85D7";"20260616";"06:13:43";"50503392";"2165224";"ESEGUITO";"sell";"0.5";"XAUUSD";"4325.89";"2434042"
"VMI3047753";"215D85D7";"20260616";"06:18:51";"50503392";"2165226";"ESEGUITO";"buy";"0.5";"XAUUSD";"4325.38";"2434045"
"VMI3047753";"215D85D7";"20260616";"06:21:55";"50503392";"2165284";"ESEGUITO";"sell";"0.5";"XAUUSD";"4326.14";"2434103"
"VMI3047753";"215D85D7";"20260616";"06:22:08";"50503392";"2165286";"ESEGUITO";"buy";"0.25";"XAUUSD";"4326.01";"2434105"
"VMI3047753";"215D85D7";"20260616";"06:25:02";"50503392";"2165295";"ESEGUITO";"buy";"0.25";"XAUUSD";"4324.77";"2434110"
"VMI3047753";"215D85D7";"20260616";"06:51:03";"50503392";"2165441";"ESEGUITO";"buy";"0.5";"XAUUSD";"4322.82";"2434271"
"VMI3047753";"215D85D7";"20260616";"07:03:09";"50503392";"2165459";"ESEGUITO";"sell";"0.5";"XAUUSD";"4324.31";"2434296"
"VMI3047753";"215D85D7";"20260616";"07:11:23";"50503392";"2165689";"ESEGUITO";"sell";"0.5";"XAUUSD";"4328.23";"2434528"
"VMI3047753";"215D85D7";"20260616";"07:14:06";"50503392";"2165692";"ESEGUITO";"buy";"0.5";"XAUUSD";"4327.32";"2434532"
"VMI3047753";"215D85D7";"20260616";"07:15:21";"50503392";"2165693";"ESEGUITO";"buy";"0.5";"XAUUSD";"4327.46";"2434534"
"VMI3047753";"215D85D7";"20260616";"07:15:28";"50503392";"2165694";"ESEGUITO";"sell";"0.25";"XAUUSD";"4327.35";"2434535"
"VMI3047753";"215D85D7";"20260616";"07:17:55";"50503392";"2165696";"ESEGUITO";"sell";"0.25";"XAUUSD";"4325.97";"2434537"
"VMI3047753";"215D85D7";"20260616";"07:18:03";"50503392";"2165697";"ESEGUITO";"buy";"0.5";"XAUUSD";"4326.61";"2434538"
"VMI3047753";"215D85D7";"20260616";"07:18:46";"50503392";"2165699";"ESEGUITO";"sell";"0.25";"XAUUSD";"4326.88";"2434540"
"VMI3047753";"215D85D7";"20260616";"07:20:06";"50503392";"2165702";"ESEGUITO";"sell";"0.5";"XAUUSD";"4326.29";"2434545"
"VMI3047753";"215D85D7";"20260616";"07:20:39";"50503392";"2165705";"ESEGUITO";"buy";"0.25";"XAUUSD";"4325.33";"2434550"
"VMI3047753";"215D85D7";"20260616";"07:21:21";"50503392";"2165706";"ESEGUITO";"buy";"0.25";"XAUUSD";"4326.11";"2434553"
"VMI3047753";"215D85D7";"20260616";"07:23:44";"50503392";"2165707";"ESEGUITO";"sell";"0.25";"XAUUSD";"4326.89";"2434554"
"VMI3047753";"215D85D7";"20260616";"07:57:18";"50503392";"2166260";"ESEGUITO";"sell";"0.5";"XAUUSD";"4317.56";"2435113"
"VMI3047753";"215D85D7";"20260616";"07:57:44";"50503392";"2166307";"ESEGUITO";"buy";"0.25";"XAUUSD";"4317.34";"2435160"
"VMI3047753";"215D85D7";"20260616";"08:00:00";"50503392";"2166378";"ESEGUITO";"buy";"0.25";"XAUUSD";"4316.27";"2435231"
"VMI3047753";"215D85D7";"20260616";"08:00:01";"50503392";"2166379";"ESEGUITO";"buy";"0.5";"XAUUSD";"4316.68";"2435232"
"VMI3047753";"215D85D7";"20260616";"08:03:05";"50503392";"2166395";"ESEGUITO";"sell";"0.5";"XAUUSD";"4315.47";"2435252"
"VMI3047753";"215D85D7";"20260616";"08:07:34";"50503392";"2166416";"ESEGUITO";"sell";"0.5";"XAUUSD";"4316.67";"2435281"
"VMI3047753";"215D85D7";"20260616";"08:07:58";"50503392";"2166417";"ESEGUITO";"buy";"0.25";"XAUUSD";"4315.90";"2435282"
"VMI3047753";"215D85D7";"20260616";"08:08:43";"50503392";"2166423";"ESEGUITO";"sell";"0.5";"XAUUSD";"4314.84";"2435288"
"VMI3047753";"215D85D7";"20260616";"08:09:31";"50503392";"2166425";"ESEGUITO";"buy";"0.25";"XAUUSD";"4316.64";"2435290"
"VMI3047753";"215D85D7";"20260616";"08:24:24";"50503392";"2166476";"ESEGUITO";"buy";"0.25";"XAUUSD";"4314.79";"2435348"
"VMI3047753";"215D85D7";"20260616";"08:26:31";"50503392";"2166483";"ESEGUITO";"buy";"0.25";"XAUUSD";"4315.76";"2435355"
"VMI3047753";"215D85D7";"20260616";"08:30:45";"50503392";"2166515";"ESEGUITO";"sell";"0.5";"XAUUSD";"4315.73";"2435387"
"VMI3047753";"215D85D7";"20260616";"08:30:55";"50503392";"2166516";"ESEGUITO";"buy";"0.25";"XAUUSD";"4315.57";"2435388"
"VMI3047753";"215D85D7";"20260616";"08:31:08";"50503392";"2166519";"ESEGUITO";"buy";"0.25";"XAUUSD";"4315.54";"2435391"
"VMI3047753";"215D85D7";"20260616";"08:32:11";"50503392";"2166520";"ESEGUITO";"sell";"0.5";"XAUUSD";"4316.73";"2435392"
"VMI3047753";"215D85D7";"20260616";"08:42:00";"50503392";"2166577";"ESEGUITO";"buy";"0.5";"XAUUSD";"4317.09";"2435459"
"VMI3047753";"215D85D7";"20260616";"08:49:51";"50503392";"2166622";"ESEGUITO";"buy";"0.5";"XAUUSD";"4319.17";"2435511"
"VMI3047753";"215D85D7";"20260616";"08:50:10";"50503392";"2166628";"ESEGUITO";"sell";"0.5";"XAUUSD";"4317.65";"2435518"
"VMI3047753";"215D85D7";"20260616";"08:51:51";"50503392";"2166634";"ESEGUITO";"sell";"0.5";"XAUUSD";"4319.69";"2435525"
"VMI3047753";"215D85D7";"20260616";"09:29:33";"50503392";"2167392";"ESEGUITO";"sell";"0.5";"XAUUSD";"4327.15";"2436324"
"VMI3047753";"215D85D7";"20260616";"09:37:41";"50503392";"2167580";"ESEGUITO";"buy";"0.25";"XAUUSD";"4326.66";"2436530"
"VMI3047753";"215D85D7";"20260616";"09:38:21";"50503392";"2167584";"ESEGUITO";"buy";"0.25";"XAUUSD";"4326.99";"2436533"
"VMI3047753";"215D85D7";"20260616";"10:10:14";"50503392";"2168120";"ESEGUITO";"buy";"0.5";"XAUUSD";"4338.72";"2437077"
"VMI3047753";"215D85D7";"20260616";"10:16:11";"50503392";"2168258";"ESEGUITO";"buy";"0.5";"XAUUSD";"4340.11";"2437215"
"VMI3047753";"215D85D7";"20260616";"10:27:26";"50503392";"2168440";"ESEGUITO";"sell";"0.5";"XAUUSD";"4341.21";"2437403"
"VMI3047753";"215D85D7";"20260616";"10:30:43";"50503392";"2168504";"ESEGUITO";"buy";"1";"XAUUSD";"4342.30";"2437467"
"VMI3047753";"215D85D7";"20260616";"10:33:36";"50503392";"2168528";"ESEGUITO";"sell";"1";"XAUUSD";"4340.14";"2437494"
"VMI3047753";"215D85D7";"20260616";"10:34:26";"50503392";"2168539";"ESEGUITO";"buy";"0.5";"XAUUSD";"4342.14";"2437507"
"VMI3047753";"215D85D7";"20260616";"10:37:23";"50503392";"2168562";"ESEGUITO";"sell";"0.5";"XAUUSD";"4342.23";"2437530"
"VMI3047753";"215D85D7";"20260616";"10:39:08";"50503392";"2168587";"ESEGUITO";"buy";"2";"XAUUSD";"4340.50";"2437555"
"VMI3047753";"215D85D7";"20260616";"10:41:22";"50503392";"2168605";"ESEGUITO";"sell";"2";"XAUUSD";"4340.57";"2437576"
"VMI3047753";"215D85D7";"20260616";"10:42:32";"50503392";"2168611";"ESEGUITO";"buy";"2";"XAUUSD";"4341.69";"2437583"
"VMI3047753";"215D85D7";"20260616";"10:44:08";"50503392";"2168630";"ESEGUITO";"sell";"2";"XAUUSD";"4344.55";"2437602"
"VMI3047753";"215D85D7";"20260616";"10:44:13";"50503392";"2168632";"ESEGUITO";"buy";"2";"XAUUSD";"4345.23";"2437604"
"VMI3047753";"215D85D7";"20260616";"10:59:25";"50503392";"2169124";"ESEGUITO";"sell";"2";"XAUUSD";"4347.90";"2438097"
"VMI3047753";"215D85D7";"20260616";"10:59:27";"50503392";"2169127";"ESEGUITO";"buy";"2";"XAUUSD";"4347.75";"2438100"
"VMI3047753";"215D85D7";"20260616";"11:20:36";"50503392";"2169330";"ESEGUITO";"sell";"2";"XAUUSD";"4340.11";"2438307"
"VMI3047753";"215D85D7";"20260616";"11:20:53";"50503392";"2169332";"ESEGUITO";"sell";"2";"XAUUSD";"4340.08";"2438309"
"VMI3047753";"215D85D7";"20260616";"11:30:31";"50503392";"2169455";"ESEGUITO";"buy";"2";"XAUUSD";"4343.80";"2438447"
"VMI3047753";"215D85D7";"20260616";"11:37:27";"50503392";"2169505";"ESEGUITO";"buy";"2";"XAUUSD";"4346.01";"2438506"
"VMI3047753";"215D85D7";"20260616";"11:43:44";"50503392";"2169535";"ESEGUITO";"sell";"2";"XAUUSD";"4343.98";"2438545"
"VMI3047753";"215D85D7";"20260616";"11:46:21";"50503392";"2169676";"ESEGUITO";"sell";"1";"XAUUSD";"4340.60";"2438686"
"VMI3047753";"215D85D7";"20260616";"11:49:34";"50503392";"2169700";"ESEGUITO";"buy";"1";"XAUUSD";"4343.30";"2438714"
"VMI3047753";"215D85D7";"20260616";"11:50:24";"50503392";"2169719";"ESEGUITO";"buy";"1";"XAUUSD";"4344.98";"2438737"
"VMI3047753";"215D85D7";"20260616";"11:54:14";"50503392";"2169742";"ESEGUITO";"sell";"1";"XAUUSD";"4347.16";"2438759"
"VMI3047753";"215D85D7";"20260616";"12:07:27";"50503392";"2170095";"ESEGUITO";"buy";"1";"XAUUSD";"4345.51";"2439127"
"VMI3047753";"215D85D7";"20260616";"12:08:01";"50503392";"2170098";"ESEGUITO";"sell";"1";"XAUUSD";"4344.58";"2439130"
"VMI3047753";"215D85D7";"20260616";"12:09:14";"50503392";"2170105";"ESEGUITO";"buy";"1";"XAUUSD";"4345.58";"2439140"
"VMI3047753";"215D85D7";"20260616";"12:11:02";"50503392";"2170122";"ESEGUITO";"sell";"1";"XAUUSD";"4344.70";"2439155"
"VMI3047753";"215D85D7";"20260616";"12:20:29";"50503392";"2170361";"ESEGUITO";"sell";"1";"XAUUSD";"4343.71";"2439399"
"VMI3047753";"215D85D7";"20260616";"12:21:19";"50503392";"2170369";"ESEGUITO";"buy";"1";"XAUUSD";"4345.31";"2439406"
"VMI3047753";"215D85D7";"20260616";"12:29:04";"50503392";"2170745";"ESEGUITO";"sell";"1";"XAUUSD";"4344.72";"2439798"
"VMI3047753";"215D85D7";"20260616";"12:34:26";"50503392";"2170779";"ESEGUITO";"buy";"1";"XAUUSD";"4343.42";"2439834"
"VMI3047753";"215D85D7";"20260616";"12:47:12";"50503392";"2170876";"ESEGUITO";"sell";"1.5";"XAUUSD";"4347.68";"2439937"
"VMI3047753";"215D85D7";"20260616";"12:50:47";"50503392";"2170910";"ESEGUITO";"buy";"1.5";"XAUUSD";"4348.80";"2439983"
"VMI3047753";"215D85D7";"20260616";"12:52:01";"50503392";"2170920";"ESEGUITO";"buy";"1.5";"XAUUSD";"4348.15";"2439993"
"VMI3047753";"215D85D7";"20260616";"13:00:15";"50503392";"2170992";"ESEGUITO";"sell";"1.5";"XAUUSD";"4349.13";"2440068"
"VMI3047753";"215D85D7";"20260616";"13:03:04";"50503392";"2171019";"ESEGUITO";"buy";"1.5";"XAUUSD";"4347.37";"2440100"
"VMI3047753";"215D85D7";"20260616";"13:04:28";"50503392";"2171023";"ESEGUITO";"sell";"1.5";"XAUUSD";"4346.16";"2440104"
"VMI3047753";"215D85D7";"20260616";"13:08:10";"50503392";"2171066";"ESEGUITO";"buy";"1";"XAUUSD";"4342.77";"2440151"
"VMI3047753";"215D85D7";"20260616";"13:09:15";"50503392";"2171079";"ESEGUITO";"sell";"1";"XAUUSD";"4340.76";"2440165"
"VMI3047753";"215D85D7";"20260616";"13:35:22";"50503392";"2171391";"ESEGUITO";"sell";"1.5";"XAUUSD";"4339.93";"2440590"
"VMI3047753";"215D85D7";"20260616";"13:38:48";"50503392";"2171461";"ESEGUITO";"buy";"1.5";"XAUUSD";"4338.95";"2440652"
"VMI3047753";"215D85D7";"20260616";"13:39:55";"50503392";"2171470";"ESEGUITO";"sell";"1";"XAUUSD";"4338.40";"2440660"
"VMI3047753";"215D85D7";"20260616";"13:45:52";"50503392";"2171551";"ESEGUITO";"buy";"1";"XAUUSD";"4340.86";"2440745"
"VMI3047753";"215D85D7";"20260616";"14:21:05";"50503392";"2172304";"ESEGUITO";"sell";"1";"XAUUSD";"4337.37";"2441515"
"VMI3047753";"215D85D7";"20260616";"14:40:43";"50503392";"2172769";"ESEGUITO";"buy";"0.5";"XAUUSD";"4347.27";"2441996"
"VMI3047753";"215D85D7";"20260616";"14:44:38";"50503392";"2172800";"ESEGUITO";"buy";"1";"XAUUSD";"4348.97";"2442028"
"VMI3047753";"215D85D7";"20260616";"15:31:35";"50503392";"2173674";"ESEGUITO";"sell";"0.1";"XAUUSD";"4339.81";"2442926"
"VMI3047753";"215D85D7";"20260616";"15:34:02";"50503392";"2173727";"ESEGUITO";"buy";"0.1";"XAUUSD";"4338.89";"2442991"
"VMI3047753";"215D85D7";"20260616";"15:35:52";"50503392";"2173754";"ESEGUITO";"sell";"1";"XAUUSD";"4337.35";"2443022"
"VMI3047753";"215D85D7";"20260616";"15:40:12";"50503392";"2173794";"ESEGUITO";"buy";"1";"XAUUSD";"4336.04";"2443069"
"VMI3047753";"215D85D7";"20260616";"15:56:37";"50503392";"2173996";"ESEGUITO";"sell";"0.5";"XAUUSD";"4333.78";"2443294"
"VMI3047753";"215D85D7";"20260616";"16:10:11";"50503392";"2443576";"PIAZZATO";"buy";"0.4";"USDCAD";"1.40031";"2443576"
"VMI3047753";"215D85D7";"20260616";"16:10:11";"50503392";"2174278";"ESEGUITO";"buy";"0.4";"USDCAD";"1.40031";"2443576"
"VMI3047753";"215D85D7";"20260616";"16:12:16";"50503392";"2443589";"PIAZZATO";"sell";"0.4";"GBPNZD";"2.29920";"2443589"
"VMI3047753";"215D85D7";"20260616";"16:12:16";"50503392";"2174289";"ESEGUITO";"sell";"0.4";"GBPNZD";"2.29920";"2443589"
"VMI3047753";"215D85D7";"20260616";"16:12:34";"50503392";"2174293";"ESEGUITO";"sell";"0.4";"USDCAD";"1.39975";"2443592"
"VMI3047753";"215D85D7";"20260616";"16:15:35";"50503392";"2443616";"PIAZZATO";"sell";"0.4";"EURNZD";"1.98728";"2443616"
"VMI3047753";"215D85D7";"20260616";"16:15:35";"50503392";"2174311";"ESEGUITO";"sell";"0.4";"EURNZD";"1.98728";"2443616"
"VMI3047753";"215D85D7";"20260616";"16:17:09";"50503392";"2443663";"PIAZZATO";"buy";"0.4";"CHFJPY";"201.953";"2443663"
"VMI3047753";"215D85D7";"20260616";"16:17:09";"50503392";"2174367";"ESEGUITO";"buy";"0.4";"CHFJPY";"201.953";"2443663"
"VMI3047753";"215D85D7";"20260616";"16:19:23";"50503392";"2174502";"ESEGUITO";"buy";"0.4";"EURNZD";"1.98775";"2443806"
"VMI3047753";"215D85D7";"20260616";"16:21:21";"50503392";"2174626";"ESEGUITO";"sell";"0.4";"CHFJPY";"202.005";"2443932"
"VMI3047753";"215D85D7";"20260616";"16:29:38";"50503392";"2174798";"ESEGUITO";"buy";"0.4";"GBPNZD";"2.29985";"2444110"
"VMI3047753";"215D85D7";"20260616";"16:55:49";"50503392";"2175308";"ESEGUITO";"sell";"0.5";"XAUUSD";"4322.89";"2444655"
"VMI3047753";"215D85D7";"20260616";"17:53:15";"50503392";"2175871";"ESEGUITO";"buy";"0.5";"XAUUSD";"4331.56";"2445221"
"VMI3047753";"215D85D7";"20260616";"17:59:25";"50503392";"2176565";"ESEGUITO";"buy";"0.5";"XAUUSD";"4338.58";"2445908"
"VMI3047753";"215D85D7";"20260616";"18:01:27";"50503392";"2176590";"ESEGUITO";"sell";"0.25";"XAUUSD";"4338.81";"2445935"
"VMI3047753";"215D85D7";"20260616";"18:08:02";"50503392";"2176619";"ESEGUITO";"sell";"0.25";"XAUUSD";"4340.77";"2445970"
"VMI3047753";"215D85D7";"20260616";"20:03:08";"50503392";"2177160";"ESEGUITO";"buy";"0.5";"XAUUSD";"4342.64";"2446602"
"VMI3047753";"215D85D7";"20260616";"20:04:07";"50503392";"2446609";"PIAZZATO";"sell";"0.25";"XAUUSD";"4340.95";"2446609"
"VMI3047753";"215D85D7";"20260616";"20:04:07";"50503392";"2177166";"ESEGUITO";"sell";"0.25";"XAUUSD";"4340.95";"2446609"
"VMI3047753";"215D85D7";"20260616";"21:58:03";"50503392";"2177563";"ESEGUITO";"sell";"0.25";"XAUUSD";"4331.11";"2447016"
"VMI3047753";"215D85D7";"20260617";"07:30:58";"50503392";"2178888";"ESEGUITO";"buy";"0.5";"XAUUSD";"4332.39";"2448433"
"VMI3047753";"215D85D7";"20260617";"07:48:40";"50503392";"2179009";"ESEGUITO";"sell";"0.25";"XAUUSD";"4332.70";"2448555"
"VMI3047753";"215D85D7";"20260617";"07:49:36";"50503392";"2179058";"ESEGUITO";"sell";"0.25";"XAUUSD";"4332.53";"2448604"
"VMI3047753";"215D85D7";"20260617";"08:25:13";"50503392";"2179390";"ESEGUITO";"sell";"0.5";"XAUUSD";"4323.15";"2448943"
"VMI3047753";"215D85D7";"20260617";"08:48:21";"50503392";"2179485";"ESEGUITO";"buy";"0.5";"XAUUSD";"4329.34";"2449064"
"VMI3047753";"215D85D7";"20260617";"08:52:49";"50503392";"2179496";"ESEGUITO";"sell";"0.25";"XAUUSD";"4328.79";"2449077"
"VMI3047753";"215D85D7";"20260617";"08:53:47";"50503392";"2179499";"ESEGUITO";"sell";"0.25";"XAUUSD";"4329.93";"2449080"
"VMI3047753";"215D85D7";"20260617";"08:55:34";"50503392";"2179504";"ESEGUITO";"sell";"0.25";"XAUUSD";"4328.72";"2449084"
"VMI3047753";"215D85D7";"20260617";"08:59:47";"50503392";"2179514";"ESEGUITO";"buy";"0.25";"XAUUSD";"4331.94";"2449098"
"VMI3047753";"215D85D7";"20260617";"09:05:00";"50503392";"2179673";"ESEGUITO";"buy";"0.5";"XAUUSD";"4330.88";"2449261"
"VMI3047753";"215D85D7";"20260617";"09:08:24";"50503392";"2179744";"ESEGUITO";"sell";"0.28";"XAUUSD";"4331.51";"2449348"
"VMI3047753";"215D85D7";"20260617";"09:08:48";"50503392";"2179751";"ESEGUITO";"sell";"0.22";"XAUUSD";"4331.45";"2449354"
"VMI3047753";"215D85D7";"20260617";"09:09:00";"50503392";"2179753";"ESEGUITO";"sell";"0.28";"XAUUSD";"4330.28";"2449356"
"VMI3047753";"215D85D7";"20260617";"09:13:14";"50503392";"2179878";"ESEGUITO";"buy";"0.28";"XAUUSD";"4328.47";"2449480"
"VMI3047753";"215D85D7";"20260617";"09:15:40";"50503392";"2179942";"ESEGUITO";"buy";"0.5";"XAUUSD";"4330.46";"2449547"
"VMI3047753";"215D85D7";"20260617";"09:49:52";"50503392";"2180419";"ESEGUITO";"sell";"0.5";"XAUUSD";"4326.88";"2450045"
"VMI3047753";"215D85D7";"20260617";"09:55:31";"50503392";"2180442";"ESEGUITO";"buy";"0.25";"XAUUSD";"4326.27";"2450068"
"VMI3047753";"215D85D7";"20260617";"09:55:49";"50503392";"2180444";"ESEGUITO";"buy";"0.25";"XAUUSD";"4326.65";"2450071"
"VMI3047753";"215D85D7";"20260617";"09:58:01";"50503392";"2180461";"ESEGUITO";"sell";"0.5";"XAUUSD";"4325.25";"2450088"
"VMI3047753";"215D85D7";"20260617";"10:00:15";"50503392";"2180489";"ESEGUITO";"buy";"0.25";"XAUUSD";"4324.85";"2450116"
"VMI3047753";"215D85D7";"20260617";"10:01:10";"50503392";"2180493";"ESEGUITO";"buy";"0.25";"XAUUSD";"4325.21";"2450124"
"VMI3047753";"215D85D7";"20260617";"10:13:30";"50503392";"2180576";"ESEGUITO";"sell";"0.5";"XAUUSD";"4322.38";"2450216"
"VMI3047753";"215D85D7";"20260617";"10:34:10";"50503392";"2180702";"ESEGUITO";"buy";"0.5";"XAUUSD";"4323.68";"2450356"
"VMI3047753";"215D85D7";"20260617";"10:45:30";"50503392";"2180767";"ESEGUITO";"sell";"0.5";"XAUUSD";"4320.07";"2450429"
"VMI3047753";"215D85D7";"20260617";"10:51:14";"50503392";"2180835";"ESEGUITO";"buy";"0.5";"XAUUSD";"4322.24";"2450496"
"VMI3047753";"215D85D7";"20260617";"12:50:05";"50503392";"2181681";"ESEGUITO";"buy";"0.5";"XAUUSD";"4334.18";"2451457"
"VMI3047753";"215D85D7";"20260617";"12:50:27";"50503392";"2181684";"ESEGUITO";"sell";"0.25";"XAUUSD";"4334.40";"2451459"
"VMI3047753";"215D85D7";"20260617";"12:51:04";"50503392";"2181696";"ESEGUITO";"buy";"0.25";"XAUUSD";"4335.05";"2451470"
"VMI3047753";"215D85D7";"20260617";"12:53:47";"50503392";"2181739";"ESEGUITO";"sell";"0.25";"XAUUSD";"4331.79";"2451515"
"VMI3047753";"215D85D7";"20260617";"12:53:47";"50503392";"2181738";"ESEGUITO";"sell";"0.25";"XAUUSD";"4331.79";"2451514"
"VMI3047753";"215D85D7";"20260617";"15:36:52";"50503392";"2183935";"ESEGUITO";"buy";"0.1";"XAUUSD";"4337.61";"2453807"
"VMI3047753";"215D85D7";"20260617";"15:36:58";"50503392";"2183942";"ESEGUITO";"buy";"0.5";"XAUUSD";"4338.80";"2453815"
"VMI3047753";"215D85D7";"20260617";"15:37:27";"50503392";"2184009";"ESEGUITO";"sell";"0.25";"XAUUSD";"4340.15";"2453880"
"VMI3047753";"215D85D7";"20260617";"15:37:46";"50503392";"2184018";"ESEGUITO";"buy";"1";"XAUUSD";"4339.95";"2453889"
"VMI3047753";"215D85D7";"20260617";"15:38:05";"50503392";"2184021";"ESEGUITO";"sell";"0.1";"XAUUSD";"4338.20";"2453892"
"VMI3047753";"215D85D7";"20260617";"15:43:53";"50503392";"2184141";"ESEGUITO";"sell";"0.25";"XAUUSD";"4341.57";"2454015"
"VMI3047753";"215D85D7";"20260617";"15:46:00";"50503392";"2184295";"ESEGUITO";"sell";"0.5";"XAUUSD";"4341.65";"2454168"
"VMI3047753";"215D85D7";"20260617";"15:50:36";"50503392";"2184373";"ESEGUITO";"buy";"0.5";"XAUUSD";"4343.93";"2454250"
"VMI3047753";"215D85D7";"20260617";"15:54:20";"50503392";"2184466";"ESEGUITO";"sell";"0.5";"XAUUSD";"4340.70";"2454348"
"VMI3047753";"215D85D7";"20260617";"16:00:04";"50503392";"2184551";"ESEGUITO";"sell";"0.5";"XAUUSD";"4338.27";"2454446"
"VMI3047753";"215D85D7";"20260617";"19:33:51";"50503392";"2187405";"ESEGUITO";"buy";"0.5";"XAUUSD";"4376.71";"2457341"
"VMI3047753";"215D85D7";"20260617";"19:34:26";"50503392";"2187433";"ESEGUITO";"sell";"0.25";"XAUUSD";"4377.03";"2457368"
"VMI3047753";"215D85D7";"20260617";"19:34:55";"50503392";"2187438";"ESEGUITO";"sell";"0.25";"XAUUSD";"4376.83";"2457373"
"VMI3047753";"215D85D7";"20260617";"20:00:38";"50503392";"2187849";"ESEGUITO";"sell";"0.5";"XAUUSD";"4351.70";"2457780"
"VMI3047753";"215D85D7";"20260617";"20:01:08";"50503392";"2187977";"ESEGUITO";"buy";"0.5";"XAUUSD";"4347.88";"2457917"
"VMI3047753";"215D85D7";"20260617";"20:01:18";"50503392";"2187987";"ESEGUITO";"buy";"0.5";"XAUUSD";"4351.12";"2457927"
"VMI3047753";"215D85D7";"20260617";"20:02:34";"50503392";"2188071";"ESEGUITO";"sell";"0.5";"XAUUSD";"4336.43";"2458011"
"VMI3047753";"215D85D7";"20260617";"20:02:57";"50503392";"2188100";"ESEGUITO";"buy";"0.5";"XAUUSD";"4333.96";"2458042"
"VMI3047753";"215D85D7";"20260617";"20:03:06";"50503392";"2188120";"ESEGUITO";"sell";"1";"XAUUSD";"4329.75";"2458061"
"VMI3047753";"215D85D7";"20260617";"20:03:17";"50503392";"2188183";"ESEGUITO";"buy";"1";"XAUUSD";"4325.82";"2458122"
"VMI3047753";"215D85D7";"20260617";"20:04:47";"50503392";"2188282";"ESEGUITO";"sell";"1";"XAUUSD";"4320.18";"2458215"
"VMI3047753";"215D85D7";"20260617";"20:04:56";"50503392";"2188289";"ESEGUITO";"buy";"1";"XAUUSD";"4318.04";"2458222"
"VMI3047753";"215D85D7";"20260617";"20:05:38";"50503392";"2188380";"ESEGUITO";"sell";"1";"XAUUSD";"4311.39";"2458311"
"VMI3047753";"215D85D7";"20260617";"20:05:41";"50503392";"2188395";"ESEGUITO";"sell";"0.5";"XAUUSD";"4304.65";"2458323"
