Data Ora;Impatto;Valuta;Titolo
2015.04.03 12:30;High;USD;Nonfarm Payrolls
2015.04.03 12:30;High;USD;Unemployment Rate
2015.04.15 12:30;High;EUR;ECB Press Conference
2015.05.08 12:30;High;USD;Nonfarm Payrolls
2015.05.08 12:30;High;USD;Unemployment Rate
2015.06.03 12:30;High;EUR;ECB Press Conference
2015.06.05 12:30;High;USD;Nonfarm Payrolls
2015.06.05 12:30;High;USD;Unemployment Rate
2015.06.17 18:30;High;USD;FOMC Press Conference
2015.07.02 12:30;High;USD;Nonfarm Payrolls
2015.07.02 12:30;High;USD;Unemployment Rate
2015.07.16 12:30;High;EUR;ECB Press Conference
2015.08.07 12:30;High;USD;Nonfarm Payrolls
2015.08.07 12:30;High;USD;Unemployment Rate
2015.09.03 12:30;High;EUR;ECB Press Conference
2015.09.04 12:30;High;USD;Nonfarm Payrolls
2015.09.04 12:30;High;USD;Unemployment Rate
2015.09.17 18:30;High;USD;FOMC Press Conference
2015.10.02 12:30;High;USD;Nonfarm Payrolls
2015.10.02 12:30;High;USD;Unemployment Rate
2015.10.22 12:30;High;EUR;ECB Press Conference
2015.11.06 13:30;High;USD;Nonfarm Payrolls
2015.11.06 13:30;High;USD;Unemployment Rate
2015.12.03 13:30;High;EUR;ECB Press Conference
2015.12.04 13:30;High;USD;Nonfarm Payrolls
2015.12.04 13:30;High;USD;Unemployment Rate
2015.12.16 19:30;High;USD;FOMC Press Conference
2016.01.08 13:30;High;USD;Nonfarm Payrolls
2016.01.08 13:30;High;USD;Unemployment Rate
2016.01.21 13:30;High;EUR;ECB Press Conference
2016.02.05 13:30;High;USD;Nonfarm Payrolls
2016.02.05 13:30;High;USD;Unemployment Rate
2016.03.04 13:30;High;USD;Nonfarm Payrolls
2016.03.04 13:30;High;USD;Unemployment Rate
2016.03.10 13:30;High;EUR;ECB Press Conference
2016.03.16 18:30;High;USD;FOMC Press Conference
2016.04.01 12:30;High;USD;Nonfarm Payrolls
2016.04.01 12:30;High;USD;Unemployment Rate
2016.04.21 12:30;High;EUR;ECB Press Conference
2016.05.06 12:30;High;USD;Nonfarm Payrolls
2016.05.06 12:30;High;USD;Unemployment Rate
2016.06.02 12:30;High;EUR;ECB Press Conference
2016.06.03 12:30;High;USD;Nonfarm Payrolls
2016.06.03 12:30;High;USD;Unemployment Rate
2016.06.15 18:30;High;USD;FOMC Press Conference
2016.07.08 12:30;High;USD;Nonfarm Payrolls
2016.07.08 12:30;High;USD;Unemployment Rate
2016.07.21 12:30;High;EUR;ECB Press Conference
2016.08.05 12:30;High;USD;Nonfarm Payrolls
2016.08.05 12:30;High;USD;Unemployment Rate
2016.09.02 12:30;High;USD;Nonfarm Payrolls
2016.09.02 12:30;High;USD;Unemployment Rate
2016.09.08 12:30;High;EUR;ECB Press Conference
2016.09.21 18:30;High;USD;FOMC Press Conference
2016.10.07 12:30;High;USD;Nonfarm Payrolls
2016.10.07 12:30;High;USD;Unemployment Rate
2016.10.20 12:30;High;EUR;ECB Press Conference
2016.11.04 12:30;High;USD;Nonfarm Payrolls
2016.11.04 12:30;High;USD;Unemployment Rate
2016.12.02 13:30;High;USD;Nonfarm Payrolls
2016.12.02 13:30;High;USD;Unemployment Rate
2016.12.08 13:30;High;EUR;ECB Press Conference
2016.12.14 19:30;High;USD;FOMC Press Conference
2017.01.06 13:30;High;USD;Nonfarm Payrolls
2017.01.06 13:30;High;USD;Unemployment Rate
2017.01.19 13:30;High;EUR;ECB Press Conference
2017.02.03 13:30;High;USD;Nonfarm Payrolls
2017.02.03 13:30;High;USD;Unemployment Rate
2017.03.09 13:30;High;EUR;ECB Press Conference
2017.03.10 13:30;High;USD;Nonfarm Payrolls
2017.03.10 13:30;High;USD;Unemployment Rate
2017.03.15 18:30;High;USD;FOMC Press Conference
2017.04.07 12:30;High;USD;Nonfarm Payrolls
2017.04.07 12:30;High;USD;Unemployment Rate
2017.04.27 12:30;High;EUR;ECB Press Conference
2017.05.05 12:30;High;USD;Nonfarm Payrolls
2017.05.05 12:30;High;USD;Unemployment Rate
2017.06.02 12:30;High;USD;Nonfarm Payrolls
2017.06.02 12:30;High;USD;Unemployment Rate
2017.06.08 12:30;High;EUR;ECB Press Conference
2017.06.14 18:30;High;USD;FOMC Press Conference
2017.07.07 12:30;High;USD;Nonfarm Payrolls
2017.07.07 12:30;High;USD;Unemployment Rate
2017.07.20 12:30;High;EUR;ECB Press Conference
2017.08.04 12:30;High;USD;Nonfarm Payrolls
2017.08.04 12:30;High;USD;Unemployment Rate
2017.09.01 12:30;High;USD;Nonfarm Payrolls
2017.09.01 12:30;High;USD;Unemployment Rate
2017.09.07 12:30;High;EUR;ECB Press Conference
2017.09.20 18:30;High;USD;FOMC Press Conference
2017.10.06 12:30;High;USD;Nonfarm Payrolls
2017.10.06 12:30;High;USD;Unemployment Rate
2017.10.26 12:30;High;EUR;ECB Press Conference
2017.11.03 12:30;High;USD;Nonfarm Payrolls
2017.11.03 12:30;High;USD;Unemployment Rate
2017.12.08 13:30;High;USD;Nonfarm Payrolls
2017.12.08 13:30;High;USD;Unemployment Rate
2017.12.13 19:30;High;USD;FOMC Press Conference
2017.12.14 13:30;High;EUR;ECB Press Conference
2018.01.05 13:30;High;USD;Nonfarm Payrolls
2018.01.05 13:30;High;USD;Unemployment Rate
2018.01.25 13:30;High;EUR;ECB Press Conference
2018.02.02 13:30;High;USD;Nonfarm Payrolls
2018.02.02 13:30;High;USD;Unemployment Rate
2018.03.08 13:30;High;EUR;ECB Press Conference
2018.03.09 13:30;High;USD;Nonfarm Payrolls
2018.03.09 13:30;High;USD;Unemployment Rate
2018.03.21 18:30;High;USD;FOMC Press Conference
2018.04.06 12:30;High;USD;Nonfarm Payrolls
2018.04.06 12:30;High;USD;Unemployment Rate
2018.04.26 12:30;High;EUR;ECB Press Conference
2018.05.04 12:30;High;USD;Nonfarm Payrolls
2018.05.04 12:30;High;USD;Unemployment Rate
2018.06.01 12:30;High;USD;Nonfarm Payrolls
2018.06.01 12:30;High;USD;Unemployment Rate
2018.06.13 18:30;High;USD;FOMC Press Conference
2018.06.14 12:30;High;EUR;ECB Press Conference
2018.07.06 12:30;High;USD;Nonfarm Payrolls
2018.07.06 12:30;High;USD;Unemployment Rate
2018.07.26 12:30;High;EUR;ECB Press Conference
2018.08.03 12:30;High;USD;Nonfarm Payrolls
2018.08.03 12:30;High;USD;Unemployment Rate
2018.09.07 12:30;High;USD;Nonfarm Payrolls
2018.09.07 12:30;High;USD;Unemployment Rate
2018.09.13 12:30;High;EUR;ECB Press Conference
2018.09.26 18:30;High;USD;FOMC Press Conference
2018.10.05 12:30;High;USD;Nonfarm Payrolls
2018.10.05 12:30;High;USD;Unemployment Rate
2018.10.25 12:30;High;EUR;ECB Press Conference
2018.11.02 12:30;High;USD;Nonfarm Payrolls
2018.11.02 12:30;High;USD;Unemployment Rate
2018.12.07 13:30;High;USD;Nonfarm Payrolls
2018.12.07 13:30;High;USD;Unemployment Rate
2018.12.13 13:30;High;EUR;ECB Press Conference
2018.12.19 19:30;High;USD;FOMC Press Conference
2019.01.04 13:30;High;USD;Nonfarm Payrolls
2019.01.04 13:30;High;USD;Unemployment Rate
2019.01.24 13:30;High;EUR;ECB Press Conference
2019.01.30 19:30;High;USD;FOMC Press Conference
2019.02.01 13:30;High;USD;Nonfarm Payrolls
2019.02.01 13:30;High;USD;Unemployment Rate
2019.03.07 13:30;High;EUR;ECB Press Conference
2019.03.08 13:30;High;USD;Nonfarm Payrolls
2019.03.08 13:30;High;USD;Unemployment Rate
2019.03.20 18:30;High;USD;FOMC Press Conference
2019.04.05 12:30;High;USD;Nonfarm Payrolls
2019.04.05 12:30;High;USD;Unemployment Rate
2019.04.10 12:30;High;EUR;ECB Press Conference
2019.05.01 18:30;High;USD;FOMC Press Conference
2019.05.03 12:30;High;USD;Nonfarm Payrolls
2019.05.03 12:30;High;USD;Unemployment Rate
2019.06.06 12:30;High;EUR;ECB Press Conference
2019.06.07 12:30;High;USD;Nonfarm Payrolls
2019.06.07 12:30;High;USD;Unemployment Rate
2019.06.19 18:30;High;USD;FOMC Press Conference
2019.07.05 12:30;High;USD;Nonfarm Payrolls
2019.07.05 12:30;High;USD;Unemployment Rate
2019.07.25 12:30;High;EUR;ECB Press Conference
2019.07.31 18:30;High;USD;FOMC Press Conference
2019.08.02 12:30;High;USD;Nonfarm Payrolls
2019.08.02 12:30;High;USD;Unemployment Rate
2019.09.06 12:30;High;USD;Nonfarm Payrolls
2019.09.06 12:30;High;USD;Unemployment Rate
2019.09.12 12:30;High;EUR;ECB Press Conference
2019.09.18 18:30;High;USD;FOMC Press Conference
2019.10.04 12:30;High;USD;Nonfarm Payrolls
2019.10.04 12:30;High;USD;Unemployment Rate
2019.10.24 12:30;High;EUR;ECB Press Conference
2019.10.30 18:30;High;USD;FOMC Press Conference
2019.11.01 12:30;High;USD;Nonfarm Payrolls
2019.11.01 12:30;High;USD;Unemployment Rate
2019.12.06 13:30;High;USD;Nonfarm Payrolls
2019.12.06 13:30;High;USD;Unemployment Rate
2019.12.11 19:30;High;USD;FOMC Press Conference
2019.12.12 13:30;High;EUR;ECB Press Conference
2020.01.10 13:30;High;USD;Nonfarm Payrolls
2020.01.10 13:30;High;USD;Unemployment Rate
2020.01.23 13:30;High;EUR;ECB Press Conference
2020.01.29 19:30;High;USD;FOMC Press Conference
2020.02.07 13:30;High;USD;Nonfarm Payrolls
2020.02.07 13:30;High;USD;Unemployment Rate
2020.03.03 16:00;High;USD;FOMC Press Conference
2020.03.06 13:30;High;USD;Nonfarm Payrolls
2020.03.06 13:30;High;USD;Unemployment Rate
2020.03.12 13:30;High;EUR;ECB Press Conference
2020.03.15 22:30;High;USD;FOMC Press Conference
2020.04.03 12:30;High;USD;Nonfarm Payrolls
2020.04.03 12:30;High;USD;Unemployment Rate
2020.04.29 18:30;High;USD;FOMC Press Conference
2020.04.30 12:30;High;EUR;ECB Press Conference
2020.05.08 12:30;High;USD;Nonfarm Payrolls
2020.05.08 12:30;High;USD;Unemployment Rate
2020.06.04 12:30;High;EUR;ECB Press Conference
2020.06.05 12:30;High;USD;Nonfarm Payrolls
2020.06.05 12:30;High;USD;Unemployment Rate
2020.06.10 18:30;High;USD;FOMC Press Conference
2020.07.02 12:30;High;USD;Nonfarm Payrolls
2020.07.02 12:30;High;USD;Unemployment Rate
2020.07.16 12:30;High;EUR;ECB Press Conference
2020.07.29 18:30;High;USD;FOMC Press Conference
2020.08.07 12:30;High;USD;Nonfarm Payrolls
2020.08.07 12:30;High;USD;Unemployment Rate
2020.09.04 12:30;High;USD;Nonfarm Payrolls
2020.09.04 12:30;High;USD;Unemployment Rate
2020.09.10 12:30;High;EUR;ECB Press Conference
2020.09.16 18:30;High;USD;FOMC Press Conference
2020.10.02 12:30;High;USD;Nonfarm Payrolls
2020.10.02 12:30;High;USD;Unemployment Rate
2020.10.29 13:30;High;EUR;ECB Press Conference
2020.11.05 19:30;High;USD;FOMC Press Conference
2020.11.06 13:30;High;USD;Nonfarm Payrolls
2020.11.06 13:30;High;USD;Unemployment Rate
2020.12.04 13:30;High;USD;Nonfarm Payrolls
2020.12.04 13:30;High;USD;Unemployment Rate
2020.12.10 13:30;High;EUR;ECB Press Conference
2020.12.16 19:30;High;USD;FOMC Press Conference
2021.01.08 13:30;High;USD;Nonfarm Payrolls
2021.01.08 13:30;High;USD;Unemployment Rate
2021.01.21 13:30;High;EUR;ECB Press Conference
2021.01.27 19:30;High;USD;FOMC Press Conference
2021.02.05 13:30;High;USD;Nonfarm Payrolls
2021.02.05 13:30;High;USD;Unemployment Rate
2021.03.05 13:30;High;USD;Nonfarm Payrolls
2021.03.05 13:30;High;USD;Unemployment Rate
2021.03.11 13:30;High;EUR;ECB Press Conference
2021.03.17 18:30;High;USD;FOMC Press Conference
2021.04.02 12:30;High;USD;Nonfarm Payrolls
2021.04.02 12:30;High;USD;Unemployment Rate
2021.04.22 12:30;High;EUR;ECB Press Conference
2021.04.28 18:30;High;USD;FOMC Press Conference
2021.05.07 12:30;High;USD;Nonfarm Payrolls
2021.05.07 12:30;High;USD;Unemployment Rate
2021.06.04 12:30;High;USD;Nonfarm Payrolls
2021.06.04 12:30;High;USD;Unemployment Rate
2021.06.10 12:30;High;EUR;ECB Press Conference
2021.06.16 18:30;High;USD;FOMC Press Conference
2021.07.02 12:30;High;USD;Nonfarm Payrolls
2021.07.02 12:30;High;USD;Unemployment Rate
2021.07.22 12:30;High;EUR;ECB Press Conference
2021.07.28 18:30;High;USD;FOMC Press Conference
2021.08.06 12:30;High;USD;Nonfarm Payrolls
2021.08.06 12:30;High;USD;Unemployment Rate
2021.09.03 12:30;High;USD;Nonfarm Payrolls
2021.09.03 12:30;High;USD;Unemployment Rate
2021.09.09 12:30;High;EUR;ECB Press Conference
2021.09.22 18:30;High;USD;FOMC Press Conference
2021.10.08 12:30;High;USD;Nonfarm Payrolls
2021.10.08 12:30;High;USD;Unemployment Rate
2021.10.28 12:30;High;EUR;ECB Press Conference
2021.11.03 18:30;High;USD;FOMC Press Conference
2021.11.05 12:30;High;USD;Nonfarm Payrolls
2021.11.05 12:30;High;USD;Unemployment Rate
2021.12.03 13:30;High;USD;Nonfarm Payrolls
2021.12.03 13:30;High;USD;Unemployment Rate
2021.12.15 19:30;High;USD;FOMC Press Conference
2021.12.16 13:30;High;EUR;ECB Press Conference
2022.01.07 13:30;High;USD;Nonfarm Payrolls
2022.01.07 13:30;High;USD;Unemployment Rate
2022.01.26 19:30;High;USD;FOMC Press Conference
2022.02.03 13:30;High;EUR;ECB Press Conference
2022.02.04 13:30;High;USD;Nonfarm Payrolls
2022.02.04 13:30;High;USD;Unemployment Rate
2022.03.04 13:30;High;USD;Nonfarm Payrolls
2022.03.04 13:30;High;USD;Unemployment Rate
2022.03.10 13:30;High;EUR;ECB Press Conference
2022.03.16 18:30;High;USD;FOMC Press Conference
2022.04.01 12:30;High;USD;Nonfarm Payrolls
2022.04.01 12:30;High;USD;Unemployment Rate
2022.04.14 12:30;High;EUR;ECB Press Conference
2022.05.04 18:30;High;USD;FOMC Press Conference
2022.05.06 12:30;High;USD;Nonfarm Payrolls
2022.05.06 12:30;High;USD;Unemployment Rate
2022.06.03 12:30;High;USD;Nonfarm Payrolls
2022.06.03 12:30;High;USD;Unemployment Rate
2022.06.09 12:30;High;EUR;ECB Press Conference
2022.06.15 18:30;High;USD;FOMC Press Conference
2022.07.08 12:30;High;USD;Nonfarm Payrolls
2022.07.08 12:30;High;USD;Unemployment Rate
2022.07.21 12:45;High;EUR;ECB Press Conference
2022.07.27 18:30;High;USD;FOMC Press Conference
2022.08.05 12:30;High;USD;Nonfarm Payrolls
2022.08.05 12:30;High;USD;Unemployment Rate
2022.09.02 12:30;High;USD;Nonfarm Payrolls
2022.09.02 12:30;High;USD;Unemployment Rate
2022.09.08 12:45;High;EUR;ECB Press Conference
2022.09.21 18:30;High;USD;FOMC Press Conference
2022.10.07 12:30;High;USD;Nonfarm Payrolls
2022.10.07 12:30;High;USD;Unemployment Rate
2022.10.27 12:45;High;EUR;ECB Press Conference
2022.11.02 18:30;High;USD;FOMC Press Conference
2022.11.04 12:30;High;USD;Nonfarm Payrolls
2022.11.04 12:30;High;USD;Unemployment Rate
2022.12.02 13:30;High;USD;Nonfarm Payrolls
2022.12.02 13:30;High;USD;Unemployment Rate
2022.12.14 19:30;High;USD;FOMC Press Conference
2022.12.15 13:45;High;EUR;ECB Press Conference
2023.01.06 13:30;High;USD;Nonfarm Payrolls
2023.01.06 13:30;High;USD;Unemployment Rate
2023.02.01 19:30;High;USD;FOMC Press Conference
2023.02.02 13:45;High;EUR;ECB Press Conference
2023.02.03 13:30;High;USD;Nonfarm Payrolls
2023.02.03 13:30;High;USD;Unemployment Rate
2023.03.10 13:30;High;USD;Nonfarm Payrolls
2023.03.10 13:30;High;USD;Unemployment Rate
2023.03.16 13:45;High;EUR;ECB Press Conference
2023.03.22 18:30;High;USD;FOMC Press Conference
2023.04.07 12:30;High;USD;Nonfarm Payrolls
2023.04.07 12:30;High;USD;Unemployment Rate
2023.05.03 18:30;High;USD;FOMC Press Conference
2023.05.04 12:45;High;EUR;ECB Press Conference
2023.05.05 12:30;High;USD;Nonfarm Payrolls
2023.05.05 12:30;High;USD;Unemployment Rate
2023.06.02 12:30;High;USD;Nonfarm Payrolls
2023.06.02 12:30;High;USD;Unemployment Rate
2023.06.14 18:30;High;USD;FOMC Press Conference
2023.06.15 12:45;High;EUR;ECB Press Conference
2023.07.07 12:30;High;USD;Nonfarm Payrolls
2023.07.07 12:30;High;USD;Unemployment Rate
2023.07.26 18:30;High;USD;FOMC Press Conference
2023.07.27 12:45;High;EUR;ECB Press Conference
2023.08.04 12:30;High;USD;Nonfarm Payrolls
2023.08.04 12:30;High;USD;Unemployment Rate
2023.09.01 12:30;High;USD;Nonfarm Payrolls
2023.09.01 12:30;High;USD;Unemployment Rate
2023.09.14 12:45;High;EUR;ECB Press Conference
