Pass,Simbolo,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Giornate Operate,Lordo Medio Punti,Lordo Medio Valuta,Spread Mediano Ingresso,Spread P95 Ingresso,Rapporto Lordo Su Spread,Giornate Positive %,Ore Medie Tenuta,Uscite Ora,Uscite Flat,Uscite Stop O Orfane,Notti Attraversate,Lotti Al Minimo,Ora Ingresso,Ore Durata,Lato,Autotest Falliti,Giorni Saltati Spread,InpOraIngresso,InpOreDurata,InpAllowLong,InpAllowShort,InpSLatrMult,InpATRPeriod,InpTPatrMult,InpMaxPositions,InpMaxTradesPerDay,InpMaxSpreadPts,InpFlatAnticipoMin,InpRiskPercent,InpComment,InpMagic,InpVerbose,InpAutoTest
10,D30EUR,680.95,19.45571,1.35442,1.08106,4.11603,0.6290,35,-0.3717,35,1604.57,22.36,160.00,180.00,10.029,60.00,4.00,35,0,0,0,0,10,4,-1,0,0,10,4,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
11,D30EUR,238.30,7.22121,1.12810,0.29534,1.57007,0.8036,33,-0.3087,33,910.00,10.38,160.00,180.00,5.687,48.48,4.00,33,0,0,0,0,11,4,-1,0,0,11,4,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
12,D30EUR,746.53,16.58956,1.35280,0.55390,3.44746,1.3354,45,-0.3337,45,953.33,19.77,150.00,170.00,6.356,42.22,4.00,45,0,0,0,0,12,4,-1,0,0,12,4,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
13,D30EUR,1027.02,25.04927,1.40156,0.94152,4.99716,1.0837,41,-0.4066,41,1777.56,28.78,150.00,170.00,11.850,53.66,4.00,41,0,0,0,0,13,4,-1,0,0,13,4,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
14,D30EUR,509.55,14.15417,1.20414,0.39110,2.84270,1.3016,36,-0.4912,36,1303.89,18.00,150.00,180.00,8.693,52.78,4.00,36,0,0,0,0,14,4,-1,0,0,14,4,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
15,D30EUR,-1074.85,-31.61324,0.47534,-0.86311,-5.00000,1.2448,34,-0.3807,34,-2167.65,-28.46,160.00,180.00,13.548,41.18,4.00,34,0,0,0,0,15,4,-1,0,0,15,4,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
16,D30EUR,651.26,21.00839,1.58345,1.27543,5.91826,0.5094,31,-0.2199,31,703.55,24.46,160.00,170.00,4.397,54.84,4.00,31,0,0,0,0,16,4,-1,0,0,16,4,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
17,D30EUR,542.59,15.95853,1.48145,1.39455,5.22053,0.3874,34,-0.2288,34,1480.88,19.39,170.00,290.00,8.711,58.82,4.00,34,0,0,0,0,17,4,-1,0,0,17,4,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
18,D30EUR,-268.78,-6.39952,0.87438,-0.31939,-2.01628,0.8400,42,-0.2384,42,1408.81,9.26,270.00,280.00,5.218,45.24,20.39,42,0,0,30,0,18,4,-1,0,0,18,4,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
19,D30EUR,-1741.34,-41.46048,0.22249,-0.87884,-5.00000,1.9767,42,-0.2066,42,-2113.33,-23.50,215.00,290.00,9.829,30.95,15.66,42,0,0,35,0,19,4,-1,0,0,19,4,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
20,D30EUR,-768.44,-18.29619,0.60618,-0.85472,-5.00000,0.8982,42,-0.3519,42,-1492.62,-3.60,200.00,280.00,7.463,47.62,12.99,33,9,0,33,0,20,4,-1,0,0,20,4,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
21,D30EUR,-462.72,-13.60941,0.54312,-0.63729,-5.00000,0.7244,34,-0.1492,34,306.47,-1.44,270.00,410.00,1.135,32.35,7.86,26,8,0,26,0,21,4,-1,0,0,21,4,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
22,D30EUR,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0.0000,0,0.00,0.00,0.00,0.00,0.000,0.00,0.00,0,0,0,0,0,22,4,-1,0,0,22,4,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
23,D30EUR,-7.08,-0.50571,0.95883,-0.05474,-0.75093,0.1293,14,-0.0494,14,-5.71,3.33,280.00,410.00,0.020,50.00,0.40,0,14,0,0,0,23,4,-1,0,0,23,4,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
24,D30EUR,475.36,8.64291,1.16994,0.74277,1.81205,0.6360,55,-0.3691,55,273.45,11.76,370.00,400.00,0.739,45.45,8.00,55,0,0,0,0,0,8,-1,0,0,0,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
25,D30EUR,-387.96,-38.79600,0.50654,-0.55955,-1.24493,0.6915,10,-0.2560,10,-4462.00,-36.81,280.00,370.00,15.936,30.00,8.00,10,0,0,0,0,1,8,-1,0,0,1,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
26,D30EUR,290.00,6.30435,1.08928,0.20732,1.00161,1.3816,46,-0.6442,46,1030.65,8.75,360.00,410.00,2.863,47.83,8.00,46,0,0,0,0,2,8,-1,0,0,2,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
27,D30EUR,-173.42,-5.98000,0.90898,-0.22358,-0.82866,0.7733,29,-0.3588,29,94.83,-3.42,360.00,430.00,0.263,48.28,8.00,29,0,0,0,0,3,8,-1,0,0,3,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
28,D30EUR,3028.59,75.71475,2.23994,2.72390,8.58952,1.0732,40,-0.4750,40,4035.25,78.76,330.00,400.00,12.228,70.00,8.00,40,0,0,0,0,4,8,-1,0,0,4,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
29,D30EUR,1175.10,31.75946,1.38514,0.80926,3.54630,1.4173,37,-0.6006,37,2246.49,34.68,340.00,410.00,6.607,62.16,8.00,37,0,0,0,0,5,8,-1,0,0,5,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
30,D30EUR,327.29,10.55774,1.10136,0.21533,1.07573,1.4966,31,-0.5884,31,-1622.58,13.20,330.00,770.00,4.917,45.16,8.00,31,0,0,0,0,6,8,-1,0,0,6,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
31,D30EUR,3318.97,100.57485,2.48849,2.28409,9.49337,1.4469,33,-0.9971,33,5962.73,103.68,380.00,430.00,15.691,66.67,7.98,32,0,1,0,0,7,8,-1,0,0,7,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
32,D30EUR,2487.44,67.22811,1.68162,1.22288,5.91464,1.9629,37,-0.6817,37,2198.65,71.35,270.00,410.00,8.143,48.65,8.00,37,0,0,0,0,8,8,-1,0,0,8,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
33,D30EUR,53.65,1.49028,1.01652,0.01741,0.13300,3.0557,36,-0.6975,36,654.72,5.61,170.00,270.00,3.851,47.22,8.00,36,0,0,0,0,9,8,-1,0,0,9,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
34,D30EUR,1364.43,38.98371,1.61760,1.23341,3.84625,1.1021,35,-0.5010,35,2762.57,43.09,160.00,180.00,17.266,57.14,8.00,35,0,0,0,0,10,8,-1,0,0,10,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
35,D30EUR,-950.78,-28.81152,0.65570,-0.48995,-3.12692,1.9349,33,-0.4822,33,-1320.30,-24.48,160.00,180.00,8.252,39.39,8.00,33,0,0,0,0,11,8,-1,0,0,11,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
36,D30EUR,913.10,20.29111,1.25898,0.69890,2.18026,1.2973,45,-0.4181,45,1205.33,24.06,150.00,170.00,8.036,46.67,8.00,45,0,0,0,0,12,8,-1,0,0,12,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
37,D30EUR,296.56,7.23317,1.07898,0.15191,0.82211,1.9364,41,-0.5334,41,812.68,16.32,150.00,170.00,5.418,51.22,14.11,41,0,0,5,0,13,8,-1,0,0,13,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
38,D30EUR,-575.73,-15.99250,0.85541,-0.24754,-1.90059,2.3217,36,-0.5936,36,908.06,1.69,150.00,180.00,6.054,50.00,18.91,36,0,0,26,0,14,8,-1,0,0,14,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
39,D30EUR,-2848.42,-83.77706,0.17753,-0.91855,-5.00000,3.0996,34,-0.7721,34,-5070.88,-67.85,160.00,180.00,31.693,41.18,19.93,34,0,0,25,0,15,8,-1,0,0,15,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
40,D30EUR,-395.57,-12.76032,0.82821,-0.32578,-2.08935,1.2124,31,-0.3899,31,-1011.29,4.84,160.00,170.00,6.321,45.16,15.56,26,5,0,26,0,16,8,-1,0,0,16,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
41,D30EUR,43.46,1.27824,1.02761,0.08308,0.27991,0.5208,34,-0.2392,34,954.41,15.83,170.00,290.00,5.614,52.94,13.34,27,7,0,27,0,17,8,-1,0,0,17,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
42,D30EUR,-232.30,-5.53095,0.89812,-0.24272,-1.51339,0.9553,42,-0.2384,42,1485.00,10.08,270.00,280.00,5.500,40.48,21.31,30,12,0,30,0,18,8,-1,0,0,18,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
43,D30EUR,-1410.52,-33.58381,0.42581,-0.84773,-5.00000,1.6599,42,-0.2231,42,-1087.38,-15.52,215.00,290.00,5.058,42.86,17.65,35,7,0,35,0,19,8,-1,0,0,19,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
44,D30EUR,-643.79,-15.32833,0.73014,-0.52670,-4.75846,1.2158,42,-0.3515,42,-1228.10,-0.76,200.00,280.00,6.140,38.10,15.36,33,9,0,33,0,20,8,-1,0,0,20,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
45,D30EUR,-521.42,-15.33588,0.59298,-0.66442,-5.00000,0.7829,34,-0.1793,34,120.00,-3.51,270.00,410.00,0.444,47.06,10.45,26,8,0,26,0,21,8,-1,0,0,21,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
46,D30EUR,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0.0000,0,0.00,0.00,0.00,0.00,0.000,0.00,0.00,0,0,0,0,0,22,8,-1,0,0,22,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
47,D30EUR,-7.08,-0.50571,0.95883,-0.05474,-0.75093,0.1293,14,-0.0494,14,-5.71,3.33,280.00,410.00,0.020,50.00,0.40,0,14,0,0,0,23,8,-1,0,0,23,8,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
48,D30EUR,2145.24,39.00436,1.65441,1.92498,4.15525,1.0844,55,-0.3765,55,1785.64,41.15,370.00,400.00,4.826,56.36,12.00,55,0,0,0,0,0,12,-1,0,0,0,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
49,D30EUR,-361.76,-36.17600,0.68519,-0.30355,-0.74178,1.1841,10,-0.4168,10,-6033.00,-34.17,280.00,370.00,21.546,40.00,12.00,10,0,0,0,0,1,12,-1,0,0,1,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
50,D30EUR,160.03,3.47891,1.03722,0.08651,0.34286,1.8191,46,-0.8540,46,1204.13,5.82,360.00,410.00,3.345,47.83,12.00,46,0,0,0,0,2,12,-1,0,0,2,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
51,D30EUR,-1085.63,-37.43552,0.63475,-0.69711,-3.31747,1.5539,29,-0.4321,29,-2671.03,-34.73,360.00,430.00,7.420,31.03,12.00,29,0,0,0,0,3,12,-1,0,0,3,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
52,D30EUR,3200.93,80.02325,1.90791,2.26778,5.80406,1.3713,40,-0.6120,40,4688.25,83.24,330.00,400.00,14.207,60.00,12.00,40,0,0,0,0,4,12,-1,0,0,4,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
53,D30EUR,2584.20,69.84324,1.76938,1.52297,4.93858,1.6567,37,-0.6171,37,4008.65,73.48,340.00,410.00,11.790,62.16,12.00,37,0,0,0,0,5,12,-1,0,0,5,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
54,D30EUR,886.26,28.58903,1.25462,0.40777,1.91389,2.1295,31,-0.5884,31,-1887.42,32.29,330.00,770.00,5.719,51.61,12.00,31,0,0,0,0,6,12,-1,0,0,6,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
55,D30EUR,2087.84,63.26788,1.58218,1.29105,4.08598,1.6092,33,-0.9952,33,3811.52,68.17,380.00,430.00,10.030,57.58,11.86,32,0,1,0,0,7,12,-1,0,0,7,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
56,D30EUR,2999.86,81.07730,1.85231,1.71513,5.11200,1.6760,37,-0.6766,37,3221.08,85.51,270.00,410.00,11.930,45.95,12.00,37,0,0,0,0,8,12,-1,0,0,8,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
57,D30EUR,-501.57,-13.93250,0.88397,-0.11080,-0.89998,4.4735,36,-0.6996,36,-301.67,-4.12,170.00,270.00,1.775,41.67,16.26,36,0,0,4,0,9,12,-1,0,0,9,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
58,D30EUR,754.79,21.56543,1.21546,0.36583,1.52396,2.0553,35,-0.5245,35,3076.29,42.31,160.00,180.00,19.227,57.14,23.33,35,0,0,30,0,10,12,-1,0,0,10,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
59,D30EUR,-3387.42,-102.64909,0.32498,-0.77460,-5.00000,4.3452,33,-0.6545,33,-6079.39,-83.18,160.00,180.00,37.996,42.42,17.18,33,0,0,28,0,11,12,-1,0,0,11,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
60,D30EUR,-1828.17,-40.62600,0.68604,-0.64278,-3.52259,2.8376,45,-0.4717,45,-2252.00,-18.76,150.00,170.00,15.013,40.00,21.98,35,10,0,35,0,12,12,-1,0,0,12,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
61,D30EUR,-268.08,-6.53854,0.93452,-0.13539,-0.63180,1.9639,41,-0.5562,41,751.46,14.22,150.00,170.00,5.010,46.34,19.86,36,5,0,36,0,13,12,-1,0,0,13,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
62,D30EUR,-759.91,-21.10861,0.81273,-0.31781,-2.29326,2.3869,36,-0.6095,36,472.22,-3.62,150.00,180.00,3.148,44.44,20.07,26,10,0,26,0,14,12,-1,0,0,14,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
63,D30EUR,-2255.15,-66.32794,0.36144,-0.72617,-5.00000,3.0869,34,-0.7926,34,-2996.76,-50.22,160.00,180.00,18.730,35.29,21.53,25,9,0,25,0,15,12,-1,0,0,15,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
64,D30EUR,-405.62,-13.08452,0.83738,-0.31603,-1.67086,1.2821,31,-0.3899,31,-894.52,4.24,160.00,170.00,5.591,41.94,18.26,26,5,0,26,0,16,12,-1,0,0,16,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
65,D30EUR,16.30,0.47941,1.00928,0.02617,0.08097,0.6206,34,-0.2627,34,864.71,14.60,170.00,290.00,5.087,44.12,15.91,27,7,0,27,0,17,12,-1,0,0,17,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
66,D30EUR,-93.86,-2.23476,0.96237,-0.09650,-0.49875,0.9708,42,-0.2381,42,1371.67,13.50,270.00,280.00,5.080,35.71,22.93,30,12,0,30,0,18,12,-1,0,0,18,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
67,D30EUR,-1040.51,-24.77405,0.55461,-0.75446,-5.00000,1.3746,42,-0.2342,42,-182.14,-6.54,215.00,290.00,0.847,47.62,20.22,35,7,0,35,0,19,12,-1,0,0,19,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
68,D30EUR,-1659.25,-39.50595,0.51451,-0.73575,-5.00000,2.2427,42,-0.3551,42,-3047.62,-25.44,200.00,280.00,15.238,35.71,17.74,33,9,0,33,0,20,12,-1,0,0,20,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
69,D30EUR,-477.90,-14.05588,0.71827,-0.39482,-3.23493,1.2059,34,-0.2814,34,682.65,-3.64,270.00,410.00,2.528,50.00,13.15,26,8,0,26,0,21,12,-1,0,0,21,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
70,D30EUR,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0.0000,0,0.00,0.00,0.00,0.00,0.000,0.00,0.00,0,0,0,0,0,22,12,-1,0,0,22,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
71,D30EUR,-7.08,-0.50571,0.95883,-0.05474,-0.75093,0.1293,14,-0.0494,14,-5.71,3.33,280.00,410.00,0.020,50.00,0.40,0,14,0,0,0,23,12,-1,0,0,23,12,0,1,10,14,0,1,1,0,30,1,OROLOGIO,777212,1,1
