Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpTP1_ClosePct,InpBreakevenAtTP1,InpBEatR,InpUseTrailing,InpTrailMode,InpMagic,InpUsaGuardian,InpSessionHour,InpSessionMin,InpRangeMinutes,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpMaxPosSimbolo,InpEntryMode,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpBufferPoints,InpOCTimeframe,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpRetestOffsetPts,InpFadeOffsetPts,InpAllowReverse,InpDelayMinutes,InpDelayDirMode,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpEmaSlow,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseSupertrend3,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpUseVwapFilter,InpVwapTF,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_R,InpTrailStartR,InpTrailTF,InpTrailAtrMult,InpTrailFixedPts,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpSlippagePts,InpMinStopPts,InpSkipIfTight,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpUseAtrFilter,InpAtrFilterBars,InpAtrFilterMult,InpConfirmMode,InpMaxSpread,InpVerbose
25,2329.60,5.23506,1.30903,2.64679,10.09494,6.8765,445,-1.0424,-357,-357.09,50,0,0,1,1,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
74,2970.43,9.13978,1.37886,3.69783,11.58072,6.0271,325,-1.0569,-365,-364.98,0,1,0,1,1,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
26,2970.43,9.13978,1.37886,3.69783,11.58072,6.0271,325,-1.0569,-365,-364.98,0,1,0,1,1,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
75,2207.74,4.96121,1.29574,2.53027,9.63795,6.8866,445,-1.0490,-357,-357.09,50,1,0,1,1,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
27,2207.74,4.96121,1.29574,2.53027,9.63795,6.8866,445,-1.0490,-357,-357.09,50,1,0,1,1,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
76,2693.59,8.28797,1.35082,3.36077,10.71742,6.1407,325,-1.0543,-357,-357.09,0,0,1,1,1,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
28,2693.59,8.28797,1.35082,3.36077,10.71742,6.1407,325,-1.0543,-357,-357.09,0,0,1,1,1,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
77,2207.74,4.96121,1.29574,2.53027,9.63795,6.8866,445,-1.0490,-357,-357.09,50,0,1,1,1,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
29,2207.74,4.96121,1.29574,2.53027,9.63795,6.8866,445,-1.0490,-357,-357.09,50,0,1,1,1,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
78,2693.59,8.28797,1.35082,3.36077,10.71742,6.1407,325,-1.0543,-357,-357.09,0,1,1,1,1,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
30,2693.59,8.28797,1.35082,3.36077,10.71742,6.1407,325,-1.0543,-357,-357.09,0,1,1,1,1,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
79,2207.74,4.96121,1.29574,2.53027,9.63795,6.8866,445,-1.0490,-357,-357.09,50,1,1,1,1,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
31,2207.74,4.96121,1.29574,2.53027,9.63795,6.8866,445,-1.0490,-357,-357.09,50,1,1,1,1,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
80,2689.78,8.27625,1.10598,0.76899,2.25870,22.2108,325,-1.1047,-1045,-1044.98,0,0,0,0,2,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
32,2689.78,8.27625,1.10598,0.76899,2.25870,22.2108,325,-1.1047,-1045,-1044.98,0,0,0,0,2,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
81,1986.49,4.17330,1.09994,1.17705,2.19844,12.6623,476,-1.0689,-550,-586.84,50,0,0,0,2,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
33,1986.49,4.17330,1.09994,1.17705,2.19844,12.6623,476,-1.0689,-550,-586.84,50,0,0,0,2,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
82,2689.78,8.27625,1.10598,0.76899,2.25870,22.2108,325,-1.1047,-1045,-1044.98,0,1,0,0,2,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
34,2689.78,8.27625,1.10598,0.76899,2.25870,22.2108,325,-1.1047,-1045,-1044.98,0,1,0,0,2,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
83,2851.97,5.99153,1.16719,2.14542,3.36642,10.2435,476,-1.0645,-544,-611.95,50,1,0,0,2,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
35,2851.97,5.99153,1.16719,2.14542,3.36642,10.2435,476,-1.0645,-544,-611.95,50,1,0,0,2,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
84,4511.96,13.88295,1.23407,2.94647,4.12794,10.3719,325,-1.0768,-853,-852.92,0,0,1,0,2,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
36,4511.96,13.88295,1.23407,2.94647,4.12794,10.3719,325,-1.0768,-853,-852.92,0,0,1,0,2,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
85,2851.97,5.99153,1.16719,2.14542,3.36642,10.2435,476,-1.0645,-544,-611.95,50,0,1,0,2,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
37,2851.97,5.99153,1.16719,2.14542,3.36642,10.2435,476,-1.0645,-544,-611.95,50,0,1,0,2,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
86,4511.96,13.88295,1.23407,2.94647,4.12794,10.3719,325,-1.0768,-853,-852.92,0,1,1,0,2,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
38,4511.96,13.88295,1.23407,2.94647,4.12794,10.3719,325,-1.0768,-853,-852.92,0,1,1,0,2,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
87,2851.97,5.99153,1.16719,2.14542,3.36642,10.2435,476,-1.0645,-544,-611.95,50,1,1,0,2,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
39,2851.97,5.99153,1.16719,2.14542,3.36642,10.2435,476,-1.0645,-544,-611.95,50,1,1,0,2,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
88,328.26,1.01003,1.15377,0.48232,5.70552,6.5554,325,-1.0044,-14,-202.30,0,0,0,1,2,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
40,328.26,1.01003,1.15377,0.48232,5.70552,6.5554,325,-1.0044,-14,-202.30,0,0,0,1,2,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
89,325.40,0.98606,1.15243,0.47910,5.67562,6.5438,330,-1.0047,-14,-202.30,50,0,0,1,2,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
41,325.40,0.98606,1.15243,0.47910,5.67562,6.5438,330,-1.0047,-14,-202.30,50,0,0,1,2,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
90,328.26,1.01003,1.15377,0.48232,5.70552,6.5554,325,-1.0044,-14,-202.30,0,1,0,1,2,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
42,328.26,1.01003,1.15377,0.48232,5.70552,6.5554,325,-1.0044,-14,-202.30,0,1,0,1,2,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
91,325.40,0.98606,1.15243,0.47910,5.67562,6.5438,330,-1.0047,-14,-202.30,50,1,0,1,2,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
43,325.40,0.98606,1.15243,0.47910,5.67562,6.5438,330,-1.0047,-14,-202.30,50,1,0,1,2,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
92,328.26,1.01003,1.15377,0.48232,5.70552,6.5554,325,-1.0044,-14,-202.30,0,0,1,1,2,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
44,328.26,1.01003,1.15377,0.48232,5.70552,6.5554,325,-1.0044,-14,-202.30,0,0,1,1,2,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
93,325.40,0.98606,1.15243,0.47910,5.67562,6.5438,330,-1.0047,-14,-202.30,50,0,1,1,2,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
45,325.40,0.98606,1.15243,0.47910,5.67562,6.5438,330,-1.0047,-14,-202.30,50,0,1,1,2,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
94,328.26,1.01003,1.15377,0.48232,5.70552,6.5554,325,-1.0044,-14,-202.30,0,1,1,1,2,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
46,328.26,1.01003,1.15377,0.48232,5.70552,6.5554,325,-1.0044,-14,-202.30,0,1,1,1,2,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
95,325.40,0.98606,1.15243,0.47910,5.67562,6.5438,330,-1.0047,-14,-202.30,50,1,1,1,2,770151,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
47,325.40,0.98606,1.15243,0.47910,5.67562,6.5438,330,-1.0047,-14,-202.30,50,1,1,1,2,770101,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,0,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
